Artist;Track
Enrique Iglesias;Bailando - Spanish Version
Enrique Iglesias;Experiencia Religiosa
Enrique Iglesias;El Perdedor
Enrique Iglesias;Por Amarte
Enrique Iglesias;I Like It
Timbaland;The Way I Are
Timbaland;Give It To Me
Timbaland;Apologize
Timbaland;If We Ever Meet Again (Featuring Katy Perry)
Timbaland;Carry Out (Featuring Justin Timberlake)
Timbaland;Say Something (Featuring Drake)
Timbaland;Bounce
Timbaland;Morning After Dark (Featuring Nelly Furtado & SoShy)
Timbaland;Toc Toc (feat. Timbaland)
Alejandro Sanz;Corazón partío
Alejandro Sanz;El Ultimo Adiós - Varios Artistas Version
Alejandro Sanz;Amiga mía
Alejandro Sanz;Un Beso en Madrid
Alejandro Sanz;Deja Que Te Bese
Alejandro Sanz;Te lo agradezco, pero no (feat. Shakira)
Alejandro Sanz;Mi soledad y yo
Alejandro Sanz;Himno A La Alegría
Alejandro Sanz;La fuerza del corazón
Alejandro Sanz;Desde cuando
Whitney Houston;I Wanna Dance with Somebody (Who Loves Me)
Whitney Houston;I Will Always Love You
Whitney Houston;I Have Nothing
Whitney Houston;Higher Love
Whitney Houston;How Will I Know
Whitney Houston;How Will I Know
Whitney Houston;Greatest Love of All
Whitney Houston;My Love Is Your Love
Whitney Houston;Saving All My Love for You
Whitney Houston;When You Believe - from The Prince of Egypt
Madonna;Hung Up
Madonna;Material Girl
Madonna;Back That Up To The Beat - demo version
Madonna;Frozen
Madonna;La Isla Bonita
Madonna;Like a Prayer
Madonna;4 Minutes (feat. Justin Timberlake & Timbaland)
Madonna;Like a Virgin
Madonna;Back That Up To The Beat - sped up version
Madonna;Papa Don't Preach
Alicia Keys;If I Ain't Got You
Alicia Keys;My Boo
Alicia Keys;No One
Alicia Keys;Girl on Fire
Alicia Keys;Empire State of Mind (Part II) Broken Down
Alicia Keys;Fallin'
Alicia Keys;City of Gods
Alicia Keys;No One - Acoustic
Alicia Keys;Un-thinkable (I'm Ready)
Alicia Keys;Underdog
John Mayer;You're Gonna Live Forever in Me
John Mayer;New Light
John Mayer;Slow Dancing in a Burning Room
John Mayer;Your Body Is a Wonderland
John Mayer;Waiting On the World to Change
John Mayer;Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007
John Mayer;Gravity
John Mayer;I Guess I Just Feel Like
John Mayer;XO
John Mayer;Last Train Home
Christina Aguilera;Feel This Moment (feat. Christina Aguilera)
Christina Aguilera;El Ultimo Adiós - Varios Artistas Version
Christina Aguilera;Say Something
Christina Aguilera;Genie In a Bottle
Christina Aguilera;Beautiful
Christina Aguilera;Dirrty (feat. Redman)
Christina Aguilera;This Christmas
Christina Aguilera;Fighter
Christina Aguilera;Candyman
Christina Aguilera;Lady Marmalade - Single Edit
Marc Anthony;Vivir Mi Vida
Marc Anthony;Flor Pálida
Marc Anthony;De Vuelta Pa' La Vuelta
Marc Anthony;Tu Amor Me Hace Bien - Salsa Version
Marc Anthony;Y Hubo Alguien
Marc Anthony;Qué Precio Tiene el Cielo - Salsa Version
Marc Anthony;Y Cómo Es El
Marc Anthony;Parecen Viernes
Marc Anthony;Valió la Pena - Salsa Version
Marc Anthony;Ahora Quien - Salsa Version
Ricardo Arjona;Fuiste Tú (feat. Gaby Moreno)
Ricardo Arjona;El Problema
Ricardo Arjona;La Mujer Que No Soñé
Ricardo Arjona;Pingüinos en la Cama
Ricardo Arjona;Minutos
Ricardo Arjona;Historia de Taxi
Ricardo Arjona;Cómo Duele
Ricardo Arjona;Desnuda
Ricardo Arjona;Mujeres
Ricardo Arjona;Acompáñame a Estar Solo
Stevie Wonder;Signed, Sealed, Delivered (I'm Yours)
Stevie Wonder;I Just Called To Say I Love You
Stevie Wonder;Superstition - Single Version
Stevie Wonder;What Christmas Means To Me
Stevie Wonder;For Once In My Life
Stevie Wonder;Sir Duke
Stevie Wonder;You Are The Sunshine Of My Life
Stevie Wonder;Part-Time Lover
Stevie Wonder;Someday At Christmas
Stevie Wonder;Isn't She Lovely
Ludacris;My Chick Bad
Ludacris;What's Your Fantasy (Featuring Shawna)
Ludacris;Act A Fool
Ludacris;How Low
Ludacris;Rollout (My Business)
Ludacris;Area Codes
Ludacris;Money Maker
Ludacris;Get Back
Ludacris;Blueberry Yum Yum
Ludacris;Stand Up
Plan B;Es un Secreto
Plan B;¿por Que Te Demoras?
Plan B;Guatauba
Plan B;Si No Le Contesto
Plan B;Candy
Plan B;Fanática Sensual
Plan B;Suave (Remix)
Plan B;Fanática Sensual - Remix
Plan B;Frikitona
Plan B;Ella Fuma
Aventura;Volví
Aventura;Ella Y Yo - Featuring Don Omar
Aventura;Obsesion
Aventura;Dile al Amor
Aventura;El Perdedor
Aventura;Un Beso
Aventura;El Malo
Aventura;Los Infieles
Aventura;Enseñame a Olvidar
Aventura;Mi Corazoncito
Usher;Yeah! (feat. Lil Jon & Ludacris)
Usher;DJ Got Us Fallin' In Love (feat. Pitbull)
Usher;My Boo
Usher;OMG (feat. will.i.am)
Usher;Love in This Club (feat. Young Jeezy)
Usher;U Remind Me
Usher;U Got It Bad
Usher;Burn
Usher;Come Thru (with Usher)
Usher;Confessions Part II
Vicente Fernández;Un Millón de Primaveras
Vicente Fernández;Acá Entre Nos
Vicente Fernández;Estos Celos
Vicente Fernández;Mujeres Divinas
Vicente Fernández;Hermoso Cariño
Vicente Fernández;La Diferencia
Vicente Fernández;Volver, Volver
Vicente Fernández;Qué de Raro Tiene
Vicente Fernández;No Me Sé Rajar
Vicente Fernández;De Qué Manera Te Olvido
Alejandro Fernández;Me Dediqué a Perderte
Alejandro Fernández;Inexperto En Olvidarte
Alejandro Fernández;El Ultimo Adiós - Varios Artistas Version
Alejandro Fernández;Sé Que Te Duele
Alejandro Fernández;Me Hace Tanto Bien
Alejandro Fernández;Mariposa Traicionera
Alejandro Fernández;Hoy Tengo Ganas De Ti
Alejandro Fernández;Canta Corazón
Alejandro Fernández;Caballero
Alejandro Fernández;Como Quien Pierde una Estrella
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc)
T-Pain;Bartender (feat. Akon)
T-Pain;I'm Sprung
T-Pain;Up Down (Do This All Day) (feat. B.o.B)
T-Pain;I'm N Luv (Wit a Stripper) (feat. Mike Jones)
T-Pain;Best Love Song
T-Pain;Jerry Sprunger (with T-Pain)
T-Pain;Turn All the Lights On (feat. Ne-Yo)
T-Pain;Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy)
T-Pain;I Like Dat
Johann Sebastian Bach;Cello Suite No. 1 in G Major, BWV 1007: I. Prélude
Johann Sebastian Bach;Suite No. 3 in D Major, BWV 1068: II. Air
Johann Sebastian Bach;Goldberg Variations, BWV 988: Aria
Johann Sebastian Bach;The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude
Johann Sebastian Bach;Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)
Johann Sebastian Bach;Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude
Johann Sebastian Bach;Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)
Johann Sebastian Bach;Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie
Johann Sebastian Bach;Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)
Johann Sebastian Bach;Sheep May Safely Graze
Jhené Aiko;Sativa
Jhené Aiko;Sunshine
Jhené Aiko;Stay Ready (What A Life)
Jhené Aiko;While We're Young
Jhené Aiko;The Worst
Jhené Aiko;B.S. (feat. H.E.R.)
Jhené Aiko;P*$$Y Fairy (OTW)
Jhené Aiko;Blue Dream
Jhené Aiko;Never Call Me
Jhené Aiko;On The Way (feat. Mila J)
Alka Yagnik;"Agar Tum Saath Ho (From ""Tamasha"")"
Alka Yagnik;"Tip Tip (From ""Sooryavanshi"")"
Alka Yagnik;"Ek Din Aap (From ""Yes Boss"")"
Alka Yagnik;Ae Mere Humsafar
Alka Yagnik;Bole Chudiyan
Alka Yagnik;Kuch Kuch Hota Hai
Alka Yagnik;Ladki Badi Anjani Hai
Alka Yagnik;Hum Tum
Alka Yagnik;Koi Mil Gaya
Alka Yagnik;"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")"
Udit Narayan;"Tip Tip (From ""Sooryavanshi"")"
Udit Narayan;Enkeyoo Partha
Udit Narayan;Main Yahaan Hoon
Udit Narayan;Falak Tak
Udit Narayan;Ae Mere Humsafar
Udit Narayan;Bole Chudiyan
Udit Narayan;Kuch Kuch Hota Hai
Udit Narayan;Pehla Nasha
Udit Narayan;Aankhein Khuli
Udit Narayan;Sona Kitna Sona Hai
Vishal-Shekhar;"Besharam Rang (From ""Pathaan"")"
Vishal-Shekhar;Jhoome Jo Pathaan
Vishal-Shekhar;Ishq Wala Love
Vishal-Shekhar;Khuda Jaane
Vishal-Shekhar;"Ghungroo (From ""War"")"
Vishal-Shekhar;Nashe Si Chadh Gayi
Vishal-Shekhar;Dil Diyan Gallan
Vishal-Shekhar;Falak Tak
Vishal-Shekhar;Firecracker
Vishal-Shekhar;"O Saki Saki (From ""Batla House"")"
Bibi und Tina;Mädchen auf dem Pferd (feat. Fabian Buch)
Bibi und Tina;Mädchen gegen Jungs (feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)
Bibi und Tina;Up, up, up (Nobody’s perfect) [feat. Lina Larissa Strahl]
Bibi und Tina;No Risk, no Fun (feat. Lina Larissa Strahl, Emilio Moutaoukkil)
Bibi und Tina;Happy End (feat. Lina Larissa Strahl)
Bibi und Tina;Mädchen aus Paris (feat. Tilman Pörzgen)
Bibi und Tina;Bester Sommer (feat. Lina Larissa Strahl)
Bibi und Tina;98 Prozent (feat. Mavie Hörbiger)
Bibi und Tina;Ich bleib hier (feat. Lina Larissa Strahl)
Bibi und Tina;Ich will mehr (Kakmann Song) [feat. Charly Hübner]
Yuvan Shankar Raja;"Ennai Vittu (From ""Love Today"")"
Yuvan Shankar Raja;"Pacha Elai (From ""Love Today"")"
Yuvan Shankar Raja;"Kanja Poovu Kannala (From ""Viruman"")"
Yuvan Shankar Raja;Enkeyoo Partha
Yuvan Shankar Raja;Kaadhal Endral
Yuvan Shankar Raja;Venmegam
Yuvan Shankar Raja;"Saachitale (From ""Love Today"")"
Yuvan Shankar Raja;Chiru Chiru
Yuvan Shankar Raja;High On Love
Yuvan Shankar Raja;Mamakutty
Bibi Blocksberg;Kapitel 13: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 12: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 10: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 15: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 17: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 16: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 11: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 08: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 09: Der Hexenbesenausflug (Folge 146)
Bibi Blocksberg;Kapitel 06: Der Hexenbesenausflug (Folge 146)
Pearl Jam;Even Flow
Pearl Jam;Alive
Pearl Jam;Black
Pearl Jam;Jeremy
Pearl Jam;Last Kiss
Pearl Jam;Just Breathe
Pearl Jam;Yellow Ledbetter
Pearl Jam;Daughter - Remastered
Pearl Jam;Better Man
Pearl Jam;Elderly Woman Behind the Counter in a Small Town - Remastered
The Offspring;You're Gonna Go Far, Kid
The Offspring;The Kids Aren't Alright
The Offspring;Self Esteem
The Offspring;Pretty Fly (For A White Guy)
The Offspring;Why Don't You Get A Job
The Offspring;Come Out and Play
The Offspring;Want You Bad
The Offspring;All I Want
The Offspring;Gone Away - 1997
The Offspring;Staring At The Sun
Johnny Cash;Hurt
Johnny Cash;Ring of Fire
Johnny Cash;Highwayman
Johnny Cash;Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968
Johnny Cash;Girl from the North Country
Johnny Cash;I Walk The Line - Single Version
Johnny Cash;God's Gonna Cut You Down
Johnny Cash;The Man Comes Around
Johnny Cash;Jackson
Johnny Cash;(Ghost) Riders in the Sky
Eagles;Hotel California - 2013 Remaster
Eagles;Take It Easy - 2013 Remaster
Eagles;Please Come Home for Christmas - 2013 Remaster
Eagles;Life in the Fast Lane - 2013 Remaster
Eagles;One of These Nights - 2013 Remaster
Eagles;Desperado - 2013 Remaster
Eagles;Peaceful Easy Feeling - 2013 Remaster
Eagles;Tequila Sunrise - 2013 Remaster
Eagles;Love Will Keep Us Alive
Eagles;New Kid in Town - 2013 Remaster
Korn;Freak On a Leash
Korn;Coming Undone
Korn;Falling Away from Me
Korn;Got the Life
Korn;Twisted Transistor
Korn;Blind - Live at CBGB
Korn;Here to Stay
Korn;Word Up!
Korn;Y'all Want a Single
Korn;A.D.I.D.A.S.
MGMT;Little Dark Age
MGMT;Kids
MGMT;Electric Feel
MGMT;Time to Pretend
MGMT;When You Die
MGMT;Me and Michael
MGMT;Congratulations
MGMT;Weekend Wars
MGMT;She Works Out Too Much
MGMT;TSLAMP
MF DOOM;Rapp Snitch Knishes feat. Mr. Fantastik
MF DOOM;Doomsday
MF DOOM;One Beer
MF DOOM;Hoe Cakes
MF DOOM;All Caps
MF DOOM;Meat Grinder
MF DOOM;Rhymes Like Dimes
MF DOOM;Fancy Clown
MF DOOM;Accordion
MF DOOM;Raid
The Cure;Boys Don't Cry - Single Version
The Cure;Friday I'm in Love
The Cure;Just like Heaven
The Cure;Close to Me - 2006 Remaster
The Cure;In Between Days - 2006 Remaster
The Cure;Lovesong - 2010 Remaster
The Cure;A Forest - 2006 Remaster
The Cure;Lullaby - 2010 Remaster
The Cure;The Lovecats
The Cure;Pictures of You - 2010 Remaster
Jack Johnson;Better Together
Jack Johnson;Upside Down
Jack Johnson;Banana Pancakes
Jack Johnson;Sitting, Waiting, Wishing
Jack Johnson;Roll Me Up and Smoke Me When I Die - Live
Jack Johnson;I Got You
Jack Johnson;Angel
Jack Johnson;Gone
Jack Johnson;Flake
Jack Johnson;Sunsets For Somebody Else
Outkast;Ms. Jackson
Outkast;Hey Ya!
Outkast;So Fresh, So Clean
Outkast;Roses
Outkast;ATLiens
Outkast;The Way You Move (feat. Sleepy Brown)
Outkast;Rosa Parks
Outkast;B.O.B. - Bombs Over Baghdad
Outkast;Da Art of Storytellin' (Pt. 1)
Outkast;Player's Ball
Ice Cube;It Was A Good Day
Ice Cube;You Know How We Do It
Ice Cube;Check Yo Self - Remix
Ice Cube;No Vaseline
Ice Cube;Why We Thugs
Ice Cube;Ain't Got No Haters (feat. Too Short)
Ice Cube;Hello
Ice Cube;You Can Do It
Ice Cube;Gangsta Rap Made Me Do It
Phil Collins;You Can't Hurry Love - 2016 Remaster
Phil Collins;In The Air Tonight - 2015 Remastered
Phil Collins;Against All Odds (Take a Look at Me Now) - 2016 Remaster
Phil Collins;Another Day in Paradise - 2016 Remaster
Phil Collins;"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version"
Phil Collins;Easy Lover
Phil Collins;One More Night - 2016 Remaster
Phil Collins;A Groovy Kind of Love
Phil Collins;Sussudio - 2016 Remaster
Phil Collins;Do You Remember? - 2016 Remaster
John Williams;Carol of the Bells
John Williams;Somewhere in My Memory - Chorus & Orchestra Version
John Williams;Theme From Jurassic Park
John Williams;Duel of the Fates
John Williams;Theme From Schindler's List
John Williams;"Main Title ""Somewhere in My Memory"" (From ""Home Alone"") - Voice"
John Williams;Hedwig's Theme
John Williams;Prologue
John Williams;The Imperial March (Darth Vader's Theme)
John Williams;O Holy Night
Soda Stereo;De Música Ligera
Soda Stereo;Cuando Pase el Temblor
Soda Stereo;Trátame Suavemente - Remasterizado 2007
Soda Stereo;Persiana Americana
Soda Stereo;Nada Personal
Soda Stereo;Te Para 3 - MTV Unplugged
Soda Stereo;Prófugos - Remasterizado 2007
Soda Stereo;En La Ciudad De La Furia - Remasterizado 2007
Soda Stereo;Juegos de Seducción
Soda Stereo;En la Ciudad de la Furia - MTV Unplugged
Nas;One Mic, One Gun
Nas;N.Y. State of Mind
Nas;If I Ruled the World (Imagine That) (feat. Lauryn Hill)
Nas;The World Is Yours
Nas;Nas Is Like
Nas;It Ain't Hard to Tell
Nas;The Message
Nas;Represent
Nas;Get Down
Nas;I Can
Luis Fonsi;Despacito
Luis Fonsi;El Ultimo Adiós - Varios Artistas Version
Luis Fonsi;CORAZONES ROTOS
Luis Fonsi;Échame La Culpa
Luis Fonsi;Despacito - Remix
Luis Fonsi;No Me Doy Por Vencido
Luis Fonsi;Tanto
Luis Fonsi;Llegaste Tú
Luis Fonsi;Party Animal
Luis Fonsi;Imposible
Backstreet Boys;I Want It That Way
Backstreet Boys;Everybody (Backstreet's Back) - Radio Edit
Backstreet Boys;As Long as You Love Me
Backstreet Boys;Shape of My Heart
Backstreet Boys;Show Me the Meaning of Being Lonely
Backstreet Boys;Larger Than Life
Backstreet Boys;Quit Playing Games (With My Heart)
Backstreet Boys;Drowning
Backstreet Boys;Incomplete
Backstreet Boys;The Call
Los Ángeles Azules;Nunca Es Suficiente
Los Ángeles Azules;Otra Noche
Los Ángeles Azules;Amor A Primera Vista
Los Ángeles Azules;El Listón De Tu Pelo
Los Ángeles Azules;17 Años
Los Ángeles Azules;Cómo Te Voy A Olvidar
Los Ángeles Azules;Entrega De Amor
Los Ángeles Azules;Mis Sentimientos
Los Ángeles Azules;20 Rosas
Los Ángeles Azules;Ni Contigo, Ni Sin Ti
Zedd;The Middle
Zedd;Clarity
Zedd;Stay
Zedd;Happy Now
Zedd;Make You Say
Zedd;Beautiful Now
Zedd;Good Thing (with Kehlani)
Zedd;Stay The Night - Featuring Hayley Williams Of Paramore
Zedd;I Want You To Know
Zedd;Follow
Nat King Cole;The Christmas Song (Merry Christmas To You)
Nat King Cole;Deck The Halls
Nat King Cole;Joy To The World
Nat King Cole;L-O-V-E
Nat King Cole;Caroling, Caroling
Nat King Cole;O Come All Ye Faithful
Nat King Cole;Unforgettable
Nat King Cole;The Happiest Christmas Tree
Nat King Cole;O Little Town Of Bethlehem
Nat King Cole;Smile
Armin van Buuren;Blah Blah Blah
Armin van Buuren;This Is What It Feels Like
Armin van Buuren;Easy To Love
Armin van Buuren;Great Spirit
Armin van Buuren;Leave A Little Love
Armin van Buuren;No Fun
Armin van Buuren;One More Time
Armin van Buuren;Love We Lost (with R3HAB)
Armin van Buuren;Repeat After Me
Armin van Buuren;Come Around Again
Juicy J;"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles"""
Juicy J;Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)
Juicy J;Be Careful (feat. Finesse2Tymes)
Juicy J;Smoke A Nigga (feat. Wiz Khalifa)
Juicy J;Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]
Juicy J;RIP Young (feat. Project Pat & Juicy J) - Remix
Juicy J;One of Those Nights (feat. The Weeknd)
Juicy J;Bounce It (feat. Wale & Trey Songz)
Juicy J;Hitta (feat. Juicy J)
Juicy J;Freaky (feat. A$ap Rocky & $uicideboy$)
Julieta Venegas;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)
Julieta Venegas;Me Voy
Julieta Venegas;Limón y Sal
Julieta Venegas;Eres para Mí (with Anita Tijoux)
Julieta Venegas;Andar Conmigo
Julieta Venegas;Lento
Julieta Venegas;Nada Fue Un Error - Live In Spain / 2005
Julieta Venegas;Algo Está Cambiando
Julieta Venegas;El Presente (Unplugged) (En Vivo)
Julieta Venegas;Mismo Amor
Bruce Springsteen;Dancing In the Dark
Bruce Springsteen;Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975
Bruce Springsteen;I'm On Fire
Bruce Springsteen;Born in the U.S.A.
Bruce Springsteen;Born to Run
Bruce Springsteen;Streets of Philadelphia - Single Edit
Bruce Springsteen;Glory Days
Bruce Springsteen;Hungry Heart
Bruce Springsteen;The River
Bruce Springsteen;Secret Garden
Wham!;Last Christmas
Wham!;Wake Me Up Before You Go-Go
Wham!;Everything She Wants
Wham!;Club Tropicana
Wham!;I'm Your Man
Wham!;Freedom
Wham!;The Edge of Heaven
Wham!;Last Christmas - Single Version
Wham!;Last Christmas - Pudding Mix
Wham!;Young Guns (Go for It!)
José José;El Ultimo Adiós - Varios Artistas Version
José José;Vamos a Darnos Tiempo
José José;El Amar y el Querer
José José;Gavilán o Paloma
José José;Almohada
José José;Lo Que No Fue No Será
José José;El Triste
José José;Lo Dudo
José José;Si Me Dejas Ahora
José José;Quiero Perderme Contigo
Los Tigres Del Norte;El Ultimo Adiós - Varios Artistas Version
Los Tigres Del Norte;Ni Parientes Somos
Los Tigres Del Norte;La Banda Del Carro Rojo
Los Tigres Del Norte;La Puerta Negra
Los Tigres Del Norte;La Mesa Del Rincón
Los Tigres Del Norte;Contrabando Y Traición
Los Tigres Del Norte;Qué Tal Si Eres Tu
Los Tigres Del Norte;Pedro Y Pablo
Los Tigres Del Norte;Tumba Falsa
Los Tigres Del Norte;Prisión De Amor
Bryan Adams;Summer Of '69
Bryan Adams;Heaven
Bryan Adams;(Everything I Do) I Do It For You
Bryan Adams;Run To You
Bryan Adams;Have You Ever Really Loved A Woman?
Bryan Adams;When You're Gone
Bryan Adams;Please Forgive Me
Bryan Adams;Straight From The Heart
Bryan Adams;Christmas Time
Bryan Adams;It's Only Love
Dean Martin;Let It Snow! Let It Snow! Let It Snow!
Dean Martin;Rudolph The Red-Nosed Reindeer
Dean Martin;Baby, It's Cold Outside
Dean Martin;Silver Bells
Dean Martin;Everybody Loves Somebody
Dean Martin;White Christmas
Dean Martin;Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998
Dean Martin;You're Nobody 'Til Somebody Loves You - Remastered/1997
Dean Martin;A Marshmallow World
Dean Martin;That's Amore
Nelly Furtado;Promiscuous
Nelly Furtado;Maneater
Nelly Furtado;Say It Right
Nelly Furtado;I'm Like A Bird
Nelly Furtado;Say It Right - Sped Up Remix
Nelly Furtado;All Good Things (Come To An End)
Nelly Furtado;Turn Off The Light
Nelly Furtado;Maneater - Radio Version
Nelly Furtado;Try
Nelly Furtado;Promiscuous - Radio Edit
Ricky Martin;El Ultimo Adiós - Varios Artistas Version
Ricky Martin;Livin' la Vida Loca
Ricky Martin;Vente Pa' Ca (feat. Maluma)
